DNAm,metric,estimate,std.error,p.value,r2,modality,brain_metric,pFDR,significance,FDR_significance,omic_type,model
CXCL10_olink,global_subcortical_volume,-0.026865654,0.027130617,0.322408471,0.529669963,subcortical,global subcortical volume,0.727407631,No,No,DNAm,Model 1 (n=709)
CXCL11_olink,global_subcortical_volume,-0.010464018,0.026361356,0.691531036,0.529106657,subcortical,global subcortical volume,0.886786858,No,No,DNAm,Model 1 (n=709)
CXCL9,global_subcortical_volume,0.007882694,0.027425888,0.773878968,0.529055285,subcortical,global subcortical volume,0.895276979,No,No,DNAm,Model 1 (n=709)
EN.RAGE,global_subcortical_volume,0.007779728,0.02710532,0.774184696,0.529055128,subcortical,global subcortical volume,0.895276979,No,No,DNAm,Model 1 (n=709)
FGF.21,global_subcortical_volume,-0.056952107,0.026715124,0.033374981,0.532093987,subcortical,global subcortical volume,0.454734119,Yes,No,DNAm,Model 1 (n=709)
HGF,global_subcortical_volume,-0.020649213,0.026891054,0.442819881,0.529402565,subcortical,global subcortical volume,0.757048892,No,No,DNAm,Model 1 (n=709)
MMP.1_olink,global_subcortical_volume,0.001874342,0.02745869,0.945598176,0.52900185,subcortical,global subcortical volume,0.98084498,No,No,DNAm,Model 1 (n=709)
OSM,global_subcortical_volume,0.004823433,0.026961961,0.858070765,0.529020597,subcortical,global subcortical volume,0.926036766,No,No,DNAm,Model 1 (n=709)
TGF.alpha,global_subcortical_volume,-0.007246717,0.026908903,0.787775412,0.529048373,subcortical,global subcortical volume,0.895276979,No,No,DNAm,Model 1 (n=709)
VEGFA,global_subcortical_volume,-0.046502167,0.026991091,0.085361863,0.531024931,subcortical,global subcortical volume,0.569591573,No,No,DNAm,Model 1 (n=709)
CCL21,global_subcortical_volume,-0.035192533,0.031104686,0.25827221,0.52987466,subcortical,global subcortical volume,0.711417539,No,No,DNAm,Model 1 (n=709)
MMP9,global_subcortical_volume,-0.023562179,0.026917225,0.381685668,0.529523405,subcortical,global subcortical volume,0.727407631,No,No,DNAm,Model 1 (n=709)
MPO,global_subcortical_volume,-0.017912167,0.026459985,0.498663624,0.529312629,subcortical,global subcortical volume,0.782317327,No,No,DNAm,Model 1 (n=709)
NTRK3,global_subcortical_volume,0.042325774,0.027307385,0.121607954,0.530639997,subcortical,global subcortical volume,0.631203187,No,No,DNAm,Model 1 (n=709)
TNFRSF17,global_subcortical_volume,0.013683541,0.027706914,0.621557704,0.529165816,subcortical,global subcortical volume,0.857592275,No,No,DNAm,Model 1 (n=709)
MIA,global_subcortical_volume,-0.006822446,0.026659614,0.79809739,0.529043551,subcortical,global subcortical volume,0.895276979,No,No,DNAm,Model 1 (n=709)
CCL25,global_subcortical_volume,-0.0305223,0.026547424,0.250656262,0.52990318,subcortical,global subcortical volume,0.711417539,No,No,DNAm,Model 1 (n=709)
IGFBP1,global_subcortical_volume,0.037835876,0.035014537,0.280264857,0.529797825,subcortical,global subcortical volume,0.727407631,No,No,DNAm,Model 1 (n=709)
LTF,global_subcortical_volume,-0.012771166,0.026939552,0.635602409,0.529152685,subcortical,global subcortical volume,0.864635634,No,No,DNAm,Model 1 (n=709)
BCAM,global_subcortical_volume,0.01842899,0.026283034,0.483431619,0.529335483,subcortical,global subcortical volume,0.774912448,No,No,DNAm,Model 1 (n=709)
EDA,global_subcortical_volume,0.000949456,0.026892589,0.971846402,0.52899951,subcortical,global subcortical volume,0.98084498,No,No,DNAm,Model 1 (n=709)
C5,global_subcortical_volume,-0.001567693,0.027591768,0.954707154,0.529000869,subcortical,global subcortical volume,0.98084498,No,No,DNAm,Model 1 (n=709)
GHR,global_subcortical_volume,-0.035914509,0.027130587,0.186021571,0.530196997,subcortical,global subcortical volume,0.711417539,No,No,DNAm,Model 1 (n=709)
IGFBP4,global_subcortical_volume,-0.102317124,0.026997241,0.000163934,0.538644426,subcortical,global subcortical volume,0.017868786,Yes,Yes,DNAm,Model 1 (n=709)
CLEC11A,global_subcortical_volume,0.00705734,0.028564143,0.804927926,0.529040503,subcortical,global subcortical volume,0.895276979,No,No,DNAm,Model 1 (n=709)
VCAM1,global_subcortical_volume,0.077270309,0.031827749,0.015448032,0.533005189,subcortical,global subcortical volume,0.264026367,Yes,No,DNAm,Model 1 (n=709)
LGALS4,global_subcortical_volume,-0.032222866,0.027893747,0.248410024,0.529911795,subcortical,global subcortical volume,0.711417539,No,No,DNAm,Model 1 (n=709)
CD209,global_subcortical_volume,0.030233596,0.029424389,0.304546128,0.529721364,subcortical,global subcortical volume,0.727407631,No,No,DNAm,Model 1 (n=709)
IL19,global_subcortical_volume,-0.007040638,0.027190153,0.795758538,0.52904462,subcortical,global subcortical volume,0.895276979,No,No,DNAm,Model 1 (n=709)
CXCL11,global_subcortical_volume,-0.004592082,0.027491629,0.867391164,0.529017784,subcortical,global subcortical volume,0.926918009,No,No,DNAm,Model 1 (n=709)
MRC2,global_subcortical_volume,0.041452772,0.026637179,0.120121121,0.53065316,subcortical,global subcortical volume,0.631203187,No,No,DNAm,Model 1 (n=709)
CCL18,global_subcortical_volume,-0.050283951,0.035034858,0.15166958,0.530406722,subcortical,global subcortical volume,0.685953516,No,No,DNAm,Model 1 (n=709)
RETN,global_subcortical_volume,-0.00720716,0.026966789,0.789348742,0.529047621,subcortical,global subcortical volume,0.895276979,No,No,DNAm,Model 1 (n=709)
C9,global_subcortical_volume,0.031504186,0.026903601,0.242003733,0.529936898,subcortical,global subcortical volume,0.711417539,No,No,DNAm,Model 1 (n=709)
RARRES2,global_subcortical_volume,-0.024942155,0.028817863,0.387060941,0.529511678,subcortical,global subcortical volume,0.727407631,No,No,DNAm,Model 1 (n=709)
TNFRSF1B,global_subcortical_volume,0.024009758,0.032207201,0.45623782,0.529379357,subcortical,global subcortical volume,0.757048892,No,No,DNAm,Model 1 (n=709)
IDUA,global_subcortical_volume,-0.021687132,0.026220652,0.408466905,0.5294672,subcortical,global subcortical volume,0.742048211,No,No,DNAm,Model 1 (n=709)
ADAMTS13,global_subcortical_volume,-0.005789777,0.027602816,0.833922538,0.529028817,subcortical,global subcortical volume,0.918157138,No,No,DNAm,Model 1 (n=709)
F7,global_subcortical_volume,0.024332455,0.026664145,0.361797598,0.529568893,subcortical,global subcortical volume,0.727407631,No,No,DNAm,Model 1 (n=709)
GNLY,global_subcortical_volume,0.04293067,0.028497828,0.132410292,0.530549417,subcortical,global subcortical volume,0.656032811,No,No,DNAm,Model 1 (n=709)
PIGR,global_subcortical_volume,-0.045758471,0.026432422,0.083874092,0.531044366,subcortical,global subcortical volume,0.569591573,No,No,DNAm,Model 1 (n=709)
WFIKKN2,global_subcortical_volume,0.027828155,0.029376895,0.343829016,0.529613062,subcortical,global subcortical volume,0.727407631,No,No,DNAm,Model 1 (n=709)
FCER2,global_subcortical_volume,0.014657162,0.02631215,0.577675235,0.529211301,subcortical,global subcortical volume,0.839554675,No,No,DNAm,Model 1 (n=709)
CD48,global_subcortical_volume,0.028972201,0.02735333,0.289888388,0.529766546,subcortical,global subcortical volume,0.727407631,No,No,DNAm,Model 1 (n=709)
CD5L,global_subcortical_volume,-0.022249007,0.027858292,0.424769772,0.529435548,subcortical,global subcortical volume,0.757048892,No,No,DNAm,Model 1 (n=709)
CNTN4,global_subcortical_volume,0.049456644,0.027502118,0.072570757,0.531205354,subcortical,global subcortical volume,0.569591573,No,No,DNAm,Model 1 (n=709)
FCGR3B,global_subcortical_volume,0.005361789,0.027750179,0.84684663,0.529024249,subcortical,global subcortical volume,0.923062827,No,No,DNAm,Model 1 (n=709)
SERPIND1,global_subcortical_volume,-0.040319644,0.028108266,0.151901532,0.53040513,subcortical,global subcortical volume,0.685953516,No,No,DNAm,Model 1 (n=709)
LY9,global_subcortical_volume,0.016594064,0.029569127,0.574847208,0.529214477,subcortical,global subcortical volume,0.839554675,No,No,DNAm,Model 1 (n=709)
THBS2,global_subcortical_volume,-0.031700549,0.028183515,0.261070656,0.52986444,subcortical,global subcortical volume,0.711417539,No,No,DNAm,Model 1 (n=709)
ACY1,global_subcortical_volume,-0.081173124,0.033096668,0.014430123,0.533086886,subcortical,global subcortical volume,0.264026367,Yes,No,DNAm,Model 1 (n=709)
BMP1,global_subcortical_volume,0.021290305,0.034816982,0.541076214,0.529254874,subcortical,global subcortical volume,0.811180073,No,No,DNAm,Model 1 (n=709)
TPSB2,global_subcortical_volume,-0.009406175,0.026335581,0.7210772,0.529086099,subcortical,global subcortical volume,0.895276979,No,No,DNAm,Model 1 (n=709)
GZMA,global_subcortical_volume,0.028478906,0.026762243,0.287636904,0.529773745,subcortical,global subcortical volume,0.727407631,No,No,DNAm,Model 1 (n=709)
INSR,global_subcortical_volume,-0.008255447,0.026955717,0.759499789,0.529062952,subcortical,global subcortical volume,0.895276979,No,No,DNAm,Model 1 (n=709)
SELE,global_subcortical_volume,-0.054485813,0.033618684,0.105540786,0.530792619,subcortical,global subcortical volume,0.605470827,No,No,DNAm,Model 1 (n=709)
MPL,global_subcortical_volume,0.012723997,0.027400359,0.642527398,0.529146452,subcortical,global subcortical volume,0.864635634,No,No,DNAm,Model 1 (n=709)
B2M,global_subcortical_volume,0.034909202,0.034120581,0.30661466,0.529715214,subcortical,global subcortical volume,0.727407631,No,No,DNAm,Model 1 (n=709)
LTA.LTB,global_subcortical_volume,-0.038710497,0.03818318,0.311030252,0.529702262,subcortical,global subcortical volume,0.727407631,No,No,DNAm,Model 1 (n=709)
CCL22,global_subcortical_volume,-0.016193974,0.026611471,0.543034762,0.529252403,subcortical,global subcortical volume,0.811180073,No,No,DNAm,Model 1 (n=709)
CCL17,global_subcortical_volume,-0.007199649,0.026504701,0.785983013,0.529049238,subcortical,global subcortical volume,0.895276979,No,No,DNAm,Model 1 (n=709)
ADIPOQ,global_subcortical_volume,0.037254502,0.055515613,0.502405623,0.529307193,subcortical,global subcortical volume,0.782317327,No,No,DNAm,Model 1 (n=709)
CHIT1,global_subcortical_volume,0.049257499,0.039854239,0.216902821,0.530043608,subcortical,global subcortical volume,0.711417539,No,No,DNAm,Model 1 (n=709)
HGFAC,global_subcortical_volume,-0.035156579,0.02649359,0.184954717,0.530202819,subcortical,global subcortical volume,0.711417539,No,No,DNAm,Model 1 (n=709)
ESM1,global_subcortical_volume,0.067734728,0.026547039,0.010941576,0.533420057,subcortical,global subcortical volume,0.264026367,Yes,No,DNAm,Model 1 (n=709)
CXCL10,global_subcortical_volume,-0.070494177,0.029452339,0.016955822,0.53289382,subcortical,global subcortical volume,0.264026367,Yes,No,DNAm,Model 1 (n=709)
PAPPA,global_subcortical_volume,-0.014176821,0.02656762,0.593782081,0.529193792,subcortical,global subcortical volume,0.851608511,No,No,DNAm,Model 1 (n=709)
SERPINA3,global_subcortical_volume,0.011072389,0.027373996,0.685981504,0.529110798,subcortical,global subcortical volume,0.886786858,No,No,DNAm,Model 1 (n=709)
MMP2,global_subcortical_volume,0.002114827,0.029216863,0.942317548,0.529002248,subcortical,global subcortical volume,0.98084498,No,No,DNAm,Model 1 (n=709)
CRP,global_subcortical_volume,-0.066833649,0.02789009,0.016826912,0.532902935,subcortical,global subcortical volume,0.264026367,Yes,No,DNAm,Model 1 (n=709)
MST1,global_subcortical_volume,-0.022129465,0.026361753,0.401506913,0.529481285,subcortical,global subcortical volume,0.741767009,No,No,DNAm,Model 1 (n=709)
ENPP7,global_subcortical_volume,-0.013552802,0.026381206,0.607606338,0.529179526,subcortical,global subcortical volume,0.857592275,No,No,DNAm,Model 1 (n=709)
C4A.C4B,global_subcortical_volume,0.019970908,0.026287902,0.447694778,0.529394008,subcortical,global subcortical volume,0.757048892,No,No,DNAm,Model 1 (n=709)
MMP12,global_subcortical_volume,-0.046373069,0.038688294,0.231083954,0.529981604,subcortical,global subcortical volume,0.711417539,No,No,DNAm,Model 1 (n=709)
NCAM1,global_subcortical_volume,0.078830228,0.027169302,0.003833302,0.534700359,subcortical,global subcortical volume,0.208914941,Yes,No,DNAm,Model 1 (n=709)
CLEC11A.1,global_subcortical_volume,0.014046455,0.028438771,0.621521114,0.529165851,subcortical,global subcortical volume,0.857592275,No,No,DNAm,Model 1 (n=709)
SLITRK5,global_subcortical_volume,0.008163865,0.031010216,0.792426266,0.529046168,subcortical,global subcortical volume,0.895276979,No,No,DNAm,Model 1 (n=709)
AFM,global_subcortical_volume,-0.000559644,0.026311092,0.983036233,0.528998966,subcortical,global subcortical volume,0.983036233,No,No,DNAm,Model 1 (n=709)
SELL,global_subcortical_volume,0.035591019,0.03151929,0.259215136,0.529871201,subcortical,global subcortical volume,0.711417539,No,No,DNAm,Model 1 (n=709)
LYZ,global_subcortical_volume,-0.035177249,0.027422419,0.199997699,0.530124138,subcortical,global subcortical volume,0.711417539,No,No,DNAm,Model 1 (n=709)
MMP1,global_subcortical_volume,-0.020688798,0.027885931,0.458396577,0.529375722,subcortical,global subcortical volume,0.757048892,No,No,DNAm,Model 1 (n=709)
SHBG,global_subcortical_volume,0.049048272,0.040933681,0.231237765,0.529980957,subcortical,global subcortical volume,0.711417539,No,No,DNAm,Model 1 (n=709)
STC1,global_subcortical_volume,-0.046969842,0.054158467,0.386098644,0.529513761,subcortical,global subcortical volume,0.727407631,No,No,DNAm,Model 1 (n=709)
GP1BA,global_subcortical_volume,0.011462097,0.026822012,0.669266195,0.529123824,subcortical,global subcortical volume,0.886786858,No,No,DNAm,Model 1 (n=709)
LGALS3BP,global_subcortical_volume,-0.024739695,0.026857388,0.357295244,0.529579675,subcortical,global subcortical volume,0.727407631,No,No,DNAm,Model 1 (n=709)
CD163,global_subcortical_volume,0.020485391,0.027092128,0.449825586,0.529390313,subcortical,global subcortical volume,0.757048892,No,No,DNAm,Model 1 (n=709)
FAP,global_subcortical_volume,0.024482363,0.027233552,0.368979373,0.529552073,subcortical,global subcortical volume,0.727407631,No,No,DNAm,Model 1 (n=709)
PRSS2,global_subcortical_volume,-0.056028087,0.027365835,0.04100124,0.531855048,subcortical,global subcortical volume,0.496570578,Yes,No,DNAm,Model 1 (n=709)
NOTCH1,global_subcortical_volume,0.055734797,0.028373058,0.049891501,0.531629369,subcortical,global subcortical volume,0.543817356,Yes,No,DNAm,Model 1 (n=709)
ICAM5,global_subcortical_volume,-0.033516244,0.026778716,0.211141599,0.530070193,subcortical,global subcortical volume,0.711417539,No,No,DNAm,Model 1 (n=709)
S100A9,global_subcortical_volume,-0.019842907,0.027321448,0.467917063,0.529360012,subcortical,global subcortical volume,0.761238207,No,No,DNAm,Model 1 (n=709)
OMD,global_subcortical_volume,0.010891523,0.029624535,0.713245883,0.529091308,subcortical,global subcortical volume,0.895276979,No,No,DNAm,Model 1 (n=709)
SEMA3E,global_subcortical_volume,0.045157972,0.026501332,0.088835383,0.530980946,subcortical,global subcortical volume,0.569591573,No,No,DNAm,Model 1 (n=709)
SPOCK2,global_subcortical_volume,0.030661175,0.026636753,0.250097609,0.529905314,subcortical,global subcortical volume,0.711417539,No,No,DNAm,Model 1 (n=709)
CRTAM,gFA,-0.01729192,0.030713195,0.57361597,0.402465409,WM_integrity,gFA,0.844920821,No,No,DNAm,Model 1 (n=709)
EZR,gFA,-0.002455883,0.030818026,0.936507928,0.402186293,WM_integrity,gFA,0.96301287,No,No,DNAm,Model 1 (n=709)
FcRL2,gFA,-0.010501789,0.030126241,0.727505404,0.402289805,WM_integrity,gFA,0.923748509,No,No,DNAm,Model 1 (n=709)
G.CSF,gFA,-0.019587326,0.030788436,0.52487083,0.402544214,WM_integrity,gFA,0.78371124,No,No,DNAm,Model 1 (n=709)
GDF.8,gFA,0.055328844,0.031039807,0.075121813,0.405023366,WM_integrity,gFA,0.21548099,No,No,DNAm,Model 1 (n=709)
GZMA_olink,gFA,0.001141625,0.030278963,0.969935343,0.402181862,WM_integrity,gFA,0.978916226,No,No,DNAm,Model 1 (n=709)
N.CDase,gFA,0.014012162,0.030371523,0.644692249,0.402371872,WM_integrity,gFA,0.88951209,No,No,DNAm,Model 1 (n=709)
NEP,gFA,-0.06492503,0.030500019,0.033646992,0.40622656,WM_integrity,gFA,0.12646628,Yes,No,DNAm,Model 1 (n=709)
NMNAT1,gFA,0.024226137,0.030303054,0.42430809,0.402754604,WM_integrity,gFA,0.670283795,No,No,DNAm,Model 1 (n=709)
NTRK3_olink,gFA,0.081533878,0.030915146,0.008551087,0.408368766,WM_integrity,gFA,0.071697578,Yes,No,DNAm,Model 1 (n=709)
SIGLEC1,gFA,-0.066652656,0.030304908,0.028192835,0.406497859,WM_integrity,gFA,0.111673927,Yes,No,DNAm,Model 1 (n=709)
SKR3,gFA,-0.081480214,0.030404633,0.007547599,0.40856775,WM_integrity,gFA,0.068557358,Yes,No,DNAm,Model 1 (n=709)
SMPD1,gFA,-0.005106822,0.030111491,0.865378562,0.402206441,WM_integrity,gFA,0.928802241,No,No,DNAm,Model 1 (n=709)
CCL11,gFA,-0.082293811,0.030379267,0.00692483,0.408705308,WM_integrity,gFA,0.068557358,Yes,No,DNAm,Model 1 (n=709)
CD6,gFA,-0.032875193,0.030736337,0.285193235,0.403207262,WM_integrity,gFA,0.572575763,No,No,DNAm,Model 1 (n=709)
CXCL10_olink,gFA,0.008031627,0.031302724,0.797583007,0.402239761,WM_integrity,gFA,0.923748509,No,No,DNAm,Model 1 (n=709)
CXCL11_olink,gFA,0.051693977,0.030162175,0.087019025,0.404809574,WM_integrity,gFA,0.237126844,No,No,DNAm,Model 1 (n=709)
CXCL9,gFA,-0.029998624,0.031305787,0.338287299,0.403004917,WM_integrity,gFA,0.575816338,No,No,DNAm,Model 1 (n=709)
EN.RAGE,gFA,-0.029087158,0.031014559,0.348659434,0.402970255,WM_integrity,gFA,0.575816338,No,No,DNAm,Model 1 (n=709)
FGF.21,gFA,-0.098826366,0.031152625,0.001581824,0.411092717,WM_integrity,gFA,0.028736469,Yes,Yes,DNAm,Model 1 (n=709)
HGF,gFA,-0.069174778,0.030673671,0.024446114,0.406717948,WM_integrity,gFA,0.102485631,Yes,No,DNAm,Model 1 (n=709)
MMP.1_olink,gFA,-0.093447691,0.031298466,0.002933283,0.410088397,WM_integrity,gFA,0.039965977,Yes,Yes,DNAm,Model 1 (n=709)
OSM,gFA,-0.028019794,0.030730779,0.362213494,0.402927013,WM_integrity,gFA,0.589272699,No,No,DNAm,Model 1 (n=709)
TGF.alpha,gFA,-0.055622582,0.030801931,0.071399337,0.405097812,WM_integrity,gFA,0.210338588,No,No,DNAm,Model 1 (n=709)
VEGFA,gFA,-0.116186229,0.030359484,0.00014194,0.41506331,WM_integrity,gFA,0.003867852,Yes,Yes,DNAm,Model 1 (n=709)
CCL21,gFA,-0.034153362,0.035670872,0.338684087,0.403003565,WM_integrity,gFA,0.575816338,No,No,DNAm,Model 1 (n=709)
MMP9,gFA,-0.060125285,0.030970064,0.05263184,0.405549763,WM_integrity,gFA,0.179277205,No,No,DNAm,Model 1 (n=709)
