DNAm,metric,estimate,std.error,p.value,r2,modality,brain_metric,pFDR,significance,FDR_significance,omic_type,model
NTRK3,global_subcortical_volume,0.023961168,0.031411583,0.445867337,0.525348863,subcortical,global subcortical volume,0.855510677,No,No,DNAm,Model 3 Lifestyle (n=709)
TNFRSF17,global_subcortical_volume,-0.005422599,0.029010972,0.85178858,0.524926759,subcortical,global subcortical volume,0.94770885,No,No,DNAm,Model 3 Lifestyle (n=709)
MIA,global_subcortical_volume,-0.005221474,0.027988434,0.852068507,0.524926656,subcortical,global subcortical volume,0.94770885,No,No,DNAm,Model 3 Lifestyle (n=709)
CCL25,global_subcortical_volume,-0.024619299,0.028509716,0.388176928,0.525475143,subcortical,global subcortical volume,0.855510677,No,No,DNAm,Model 3 Lifestyle (n=709)
IGFBP1,global_subcortical_volume,0.031526208,0.037879499,0.405576077,0.525434281,subcortical,global subcortical volume,0.855510677,No,No,DNAm,Model 3 Lifestyle (n=709)
LTF,global_subcortical_volume,-0.005754544,0.028483565,0.839959823,0.5249313,subcortical,global subcortical volume,0.94770885,No,No,DNAm,Model 3 Lifestyle (n=709)
BCAM,global_subcortical_volume,0.030923611,0.027907966,0.26827045,0.525846374,subcortical,global subcortical volume,0.855510677,No,No,DNAm,Model 3 Lifestyle (n=709)
EDA,global_subcortical_volume,-0.005378802,0.028280496,0.849219296,0.524927714,subcortical,global subcortical volume,0.94770885,No,No,DNAm,Model 3 Lifestyle (n=709)
C5,global_subcortical_volume,0.004829607,0.029682199,0.870799785,0.524920222,subcortical,global subcortical volume,0.954979741,No,No,DNAm,Model 3 Lifestyle (n=709)
GHR,global_subcortical_volume,-0.032392806,0.028699875,0.25947542,0.525881854,subcortical,global subcortical volume,0.855510677,No,No,DNAm,Model 3 Lifestyle (n=709)
IGFBP4,global_subcortical_volume,-0.104362395,0.029254269,0.000388562,0.534531945,subcortical,global subcortical volume,0.042353269,Yes,Yes,DNAm,Model 3 Lifestyle (n=709)
CLEC11A,global_subcortical_volume,0.024437879,0.030065949,0.41664201,0.525409595,subcortical,global subcortical volume,0.855510677,No,No,DNAm,Model 3 Lifestyle (n=709)
VCAM1,global_subcortical_volume,0.082236387,0.03354596,0.01450515,0.529497405,subcortical,global subcortical volume,0.498899369,Yes,No,DNAm,Model 3 Lifestyle (n=709)
LGALS4,global_subcortical_volume,-0.01588815,0.029367093,0.588690507,0.525125781,subcortical,global subcortical volume,0.866063857,No,No,DNAm,Model 3 Lifestyle (n=709)
CD209,global_subcortical_volume,0.019432371,0.031283873,0.534722817,0.525197655,subcortical,global subcortical volume,0.861767251,No,No,DNAm,Model 3 Lifestyle (n=709)
IL19,global_subcortical_volume,-0.010468008,0.028133619,0.709960108,0.525006698,subcortical,global subcortical volume,0.930382652,No,No,DNAm,Model 3 Lifestyle (n=709)
CXCL11,global_subcortical_volume,0.021944711,0.029538585,0.457815726,0.525325762,subcortical,global subcortical volume,0.855510677,No,No,DNAm,Model 3 Lifestyle (n=709)
MRC2,global_subcortical_volume,0.030276218,0.027970237,0.279479479,0.5258032,subcortical,global subcortical volume,0.855510677,No,No,DNAm,Model 3 Lifestyle (n=709)
CCL18,global_subcortical_volume,-0.035008861,0.038000577,0.357269774,0.525554537,subcortical,global subcortical volume,0.855510677,No,No,DNAm,Model 3 Lifestyle (n=709)
RETN,global_subcortical_volume,-0.00030896,0.028532732,0.991363977,0.524899861,subcortical,global subcortical volume,0.996162537,No,No,DNAm,Model 3 Lifestyle (n=709)
C9,global_subcortical_volume,0.042536312,0.028049412,0.129912375,0.526669722,subcortical,global subcortical volume,0.855510677,No,No,DNAm,Model 3 Lifestyle (n=709)
RARRES2,global_subcortical_volume,-0.009441915,0.031298761,0.763005191,0.524970063,subcortical,global subcortical volume,0.934467031,No,No,DNAm,Model 3 Lifestyle (n=709)
TNFRSF1B,global_subcortical_volume,0.03909941,0.033853984,0.248562464,0.525928,subcortical,global subcortical volume,0.855510677,No,No,DNAm,Model 3 Lifestyle (n=709)
IDUA,global_subcortical_volume,-0.023017212,0.027585758,0.404386633,0.525436993,subcortical,global subcortical volume,0.855510677,No,No,DNAm,Model 3 Lifestyle (n=709)
ADAMTS13,global_subcortical_volume,-0.01923879,0.029345354,0.512327215,0.525231576,subcortical,global subcortical volume,0.861767251,No,No,DNAm,Model 3 Lifestyle (n=709)
F7,global_subcortical_volume,0.021370731,0.028125651,0.447646999,0.525345361,subcortical,global subcortical volume,0.855510677,No,No,DNAm,Model 3 Lifestyle (n=709)
GNLY,global_subcortical_volume,0.023013353,0.03059359,0.452201794,0.525336497,subcortical,global subcortical volume,0.855510677,No,No,DNAm,Model 3 Lifestyle (n=709)
PIGR,global_subcortical_volume,-0.078771675,0.038340604,0.040347043,0.528138404,subcortical,global subcortical volume,0.571980555,Yes,No,DNAm,Model 3 Lifestyle (n=709)
WFIKKN2,global_subcortical_volume,0.008969433,0.033134484,0.786714261,0.524956372,subcortical,global subcortical volume,0.94770885,No,No,DNAm,Model 3 Lifestyle (n=709)
FCER2,global_subcortical_volume,0.013242939,0.028034145,0.636818833,0.525072095,subcortical,global subcortical volume,0.87864877,No,No,DNAm,Model 3 Lifestyle (n=709)
CD48,global_subcortical_volume,0.052997831,0.028808171,0.066296937,0.527499999,subcortical,global subcortical volume,0.628283311,No,No,DNAm,Model 3 Lifestyle (n=709)
CD5L,global_subcortical_volume,-0.006794188,0.029467493,0.817729036,0.524940834,subcortical,global subcortical volume,0.94770885,No,No,DNAm,Model 3 Lifestyle (n=709)
CNTN4,global_subcortical_volume,0.039852715,0.029695153,0.180071365,0.526287116,subcortical,global subcortical volume,0.855510677,No,No,DNAm,Model 3 Lifestyle (n=709)
FCGR3B,global_subcortical_volume,0.030184796,0.02944543,0.305714454,0.525710189,subcortical,global subcortical volume,0.855510677,No,No,DNAm,Model 3 Lifestyle (n=709)
SERPIND1,global_subcortical_volume,-0.042870364,0.033900449,0.206495295,0.526131983,subcortical,global subcortical volume,0.855510677,No,No,DNAm,Model 3 Lifestyle (n=709)
LY9,global_subcortical_volume,0.017818685,0.032100877,0.579039008,0.525137679,subcortical,global subcortical volume,0.866063857,No,No,DNAm,Model 3 Lifestyle (n=709)
THBS2,global_subcortical_volume,-0.022057719,0.030249579,0.466162484,0.52531018,subcortical,global subcortical volume,0.855510677,No,No,DNAm,Model 3 Lifestyle (n=709)
ACY1,global_subcortical_volume,-0.078040861,0.035524802,0.02840714,0.528598872,subcortical,global subcortical volume,0.516063048,Yes,No,DNAm,Model 3 Lifestyle (n=709)
BMP1,global_subcortical_volume,0.011752242,0.036936267,0.750459274,0.524977964,subcortical,global subcortical volume,0.930382652,No,No,DNAm,Model 3 Lifestyle (n=709)
TPSB2,global_subcortical_volume,0.000133865,0.027821784,0.996162537,0.524899788,subcortical,global subcortical volume,0.996162537,No,No,DNAm,Model 3 Lifestyle (n=709)
GZMA,global_subcortical_volume,0.021774536,0.028235092,0.440892291,0.525358767,subcortical,global subcortical volume,0.855510677,No,No,DNAm,Model 3 Lifestyle (n=709)
INSR,global_subcortical_volume,-0.025558729,0.028919323,0.377152705,0.525502415,subcortical,global subcortical volume,0.855510677,No,No,DNAm,Model 3 Lifestyle (n=709)
SELE,global_subcortical_volume,-0.040223458,0.036823002,0.275108775,0.525819772,subcortical,global subcortical volume,0.855510677,No,No,DNAm,Model 3 Lifestyle (n=709)
MPL,global_subcortical_volume,0.009088125,0.028643361,0.751134618,0.524977527,subcortical,global subcortical volume,0.930382652,No,No,DNAm,Model 3 Lifestyle (n=709)
B2M,global_subcortical_volume,0.065392005,0.035919811,0.069168805,0.52744635,subcortical,global subcortical volume,0.628283311,No,No,DNAm,Model 3 Lifestyle (n=709)
LTA.LTB,global_subcortical_volume,-0.036784062,0.040509238,0.364212065,0.525535891,subcortical,global subcortical volume,0.855510677,No,No,DNAm,Model 3 Lifestyle (n=709)
CCL22,global_subcortical_volume,-0.017158033,0.029729817,0.564061399,0.525156943,subcortical,global subcortical volume,0.865953416,No,No,DNAm,Model 3 Lifestyle (n=709)
CCL17,global_subcortical_volume,0.000915033,0.029653465,0.97539315,0.524900506,subcortical,global subcortical volume,0.996162537,No,No,DNAm,Model 3 Lifestyle (n=709)
ADIPOQ,global_subcortical_volume,0.029475303,0.059565499,0.620890848,0.525088858,subcortical,global subcortical volume,0.87864877,No,No,DNAm,Model 3 Lifestyle (n=709)
CHIT1,global_subcortical_volume,0.065272323,0.041988514,0.120572934,0.526759304,subcortical,global subcortical volume,0.855510677,No,No,DNAm,Model 3 Lifestyle (n=709)
HGFAC,global_subcortical_volume,-0.031814247,0.027880267,0.254271332,0.525903556,subcortical,global subcortical volume,0.855510677,No,No,DNAm,Model 3 Lifestyle (n=709)
ESM1,global_subcortical_volume,0.068527793,0.028099211,0.015018764,0.529450442,subcortical,global subcortical volume,0.498899369,Yes,No,DNAm,Model 3 Lifestyle (n=709)
CXCL10,global_subcortical_volume,-0.062654454,0.031079562,0.044240872,0.528018687,subcortical,global subcortical volume,0.571980555,Yes,No,DNAm,Model 3 Lifestyle (n=709)
PAPPA,global_subcortical_volume,-0.03050918,0.027714052,0.271390023,0.525834134,subcortical,global subcortical volume,0.855510677,No,No,DNAm,Model 3 Lifestyle (n=709)
SERPINA3,global_subcortical_volume,0.020185228,0.0288381,0.484223217,0.52527795,subcortical,global subcortical volume,0.85712746,No,No,DNAm,Model 3 Lifestyle (n=709)
MMP2,global_subcortical_volume,-0.016907396,0.031867099,0.595915498,0.52511713,subcortical,global subcortical volume,0.866063857,No,No,DNAm,Model 3 Lifestyle (n=709)
CRP,global_subcortical_volume,-0.054598117,0.031291247,0.081512795,0.52724009,subcortical,global subcortical volume,0.683453433,No,No,DNAm,Model 3 Lifestyle (n=709)
MST1,global_subcortical_volume,-0.02705766,0.02769724,0.328998723,0.525635883,subcortical,global subcortical volume,0.855510677,No,No,DNAm,Model 3 Lifestyle (n=709)
ENPP7,global_subcortical_volume,-0.010749216,0.027613155,0.697204662,0.525016808,subcortical,global subcortical volume,0.930382652,No,No,DNAm,Model 3 Lifestyle (n=709)
C4A.C4B,global_subcortical_volume,0.014688287,0.027086058,0.587820559,0.525126837,subcortical,global subcortical volume,0.866063857,No,No,DNAm,Model 3 Lifestyle (n=709)
MMP12,global_subcortical_volume,-0.04664392,0.045754543,0.308395925,0.525701261,subcortical,global subcortical volume,0.855510677,No,No,DNAm,Model 3 Lifestyle (n=709)
NCAM1,global_subcortical_volume,0.067285353,0.030174535,0.026116119,0.52871019,subcortical,global subcortical volume,0.516063048,Yes,No,DNAm,Model 3 Lifestyle (n=709)
CLEC11A.1,global_subcortical_volume,0.025062185,0.030030969,0.40429819,0.525437195,subcortical,global subcortical volume,0.855510677,No,No,DNAm,Model 3 Lifestyle (n=709)
SLITRK5,global_subcortical_volume,-0.002491888,0.036545054,0.945659156,0.524903362,subcortical,global subcortical volume,0.992844651,No,No,DNAm,Model 3 Lifestyle (n=709)
AFM,global_subcortical_volume,-0.004343117,0.027850461,0.876128202,0.524918556,subcortical,global subcortical volume,0.954979741,No,No,DNAm,Model 3 Lifestyle (n=709)
SELL,global_subcortical_volume,0.033713882,0.033683776,0.317271808,0.525672414,subcortical,global subcortical volume,0.855510677,No,No,DNAm,Model 3 Lifestyle (n=709)
LYZ,global_subcortical_volume,-0.043327596,0.029309967,0.139851581,0.526581934,subcortical,global subcortical volume,0.855510677,No,No,DNAm,Model 3 Lifestyle (n=709)
MMP1,global_subcortical_volume,-0.019679364,0.030320524,0.516552028,0.525224978,subcortical,global subcortical volume,0.861767251,No,No,DNAm,Model 3 Lifestyle (n=709)
SHBG,global_subcortical_volume,0.043227705,0.044606279,0.332878945,0.525624173,subcortical,global subcortical volume,0.855510677,No,No,DNAm,Model 3 Lifestyle (n=709)
STC1,global_subcortical_volume,-0.021060482,0.058826295,0.720457656,0.524998765,subcortical,global subcortical volume,0.930382652,No,No,DNAm,Model 3 Lifestyle (n=709)
GP1BA,global_subcortical_volume,0.013442788,0.028338865,0.635412496,0.525073536,subcortical,global subcortical volume,0.87864877,No,No,DNAm,Model 3 Lifestyle (n=709)
LGALS3BP,global_subcortical_volume,-0.034595495,0.029104796,0.235035138,0.525988759,subcortical,global subcortical volume,0.855510677,No,No,DNAm,Model 3 Lifestyle (n=709)
CD163,global_subcortical_volume,0.02461761,0.028591547,0.389568043,0.52547178,subcortical,global subcortical volume,0.855510677,No,No,DNAm,Model 3 Lifestyle (n=709)
FAP,global_subcortical_volume,0.010994479,0.028952118,0.70426434,0.525011148,subcortical,global subcortical volume,0.930382652,No,No,DNAm,Model 3 Lifestyle (n=709)
PRSS2,global_subcortical_volume,-0.056952551,0.028661948,0.047360739,0.52793049,subcortical,global subcortical volume,0.571980555,Yes,No,DNAm,Model 3 Lifestyle (n=709)
NOTCH1,global_subcortical_volume,0.043732189,0.031049081,0.159492611,0.526427394,subcortical,global subcortical volume,0.855510677,No,No,DNAm,Model 3 Lifestyle (n=709)
ICAM5,global_subcortical_volume,-0.027144054,0.030032982,0.366451024,0.525529982,subcortical,global subcortical volume,0.855510677,No,No,DNAm,Model 3 Lifestyle (n=709)
S100A9,global_subcortical_volume,0.000446858,0.029003195,0.987712315,0.524899954,subcortical,global subcortical volume,0.996162537,No,No,DNAm,Model 3 Lifestyle (n=709)
OMD,global_subcortical_volume,0.007456685,0.032125518,0.816529032,0.524941387,subcortical,global subcortical volume,0.94770885,No,No,DNAm,Model 3 Lifestyle (n=709)
SEMA3E,global_subcortical_volume,0.039780362,0.033225518,0.23165738,0.526004594,subcortical,global subcortical volume,0.855510677,No,No,DNAm,Model 3 Lifestyle (n=709)
SPOCK2,global_subcortical_volume,0.019098458,0.028130966,0.497448857,0.525255575,subcortical,global subcortical volume,0.860665483,No,No,DNAm,Model 3 Lifestyle (n=709)
CRTAM,gFA,-0.023288602,0.032209195,0.469938656,0.431935333,WM_integrity,gFA,0.896226586,No,No,DNAm,Model 3 Lifestyle (n=709)
EZR,gFA,-0.007437431,0.031902751,0.815742165,0.431487386,WM_integrity,gFA,0.939267473,No,No,DNAm,Model 3 Lifestyle (n=709)
FcRL2,gFA,-0.006344391,0.030607764,0.83586188,0.431476492,WM_integrity,gFA,0.939267473,No,No,DNAm,Model 3 Lifestyle (n=709)
G.CSF,gFA,-0.026408943,0.032363856,0.414826596,0.432072002,WM_integrity,gFA,0.869540364,No,No,DNAm,Model 3 Lifestyle (n=709)
GDF.8,gFA,0.025320948,0.033295745,0.447265899,0.431988405,WM_integrity,gFA,0.896226586,No,No,DNAm,Model 3 Lifestyle (n=709)
GZMA_olink,gFA,-0.00946879,0.032126669,0.768300821,0.431518505,WM_integrity,gFA,0.939267473,No,No,DNAm,Model 3 Lifestyle (n=709)
N.CDase,gFA,-0.001676107,0.031563355,0.957667741,0.431438069,WM_integrity,gFA,0.988738948,No,No,DNAm,Model 3 Lifestyle (n=709)
NEP,gFA,-0.055724406,0.031726968,0.07953993,0.434372868,WM_integrity,gFA,0.417733966,No,No,DNAm,Model 3 Lifestyle (n=709)
NMNAT1,gFA,0.035646668,0.031618126,0.260023355,0.432649403,WM_integrity,gFA,0.674822516,No,No,DNAm,Model 3 Lifestyle (n=709)
NTRK3_olink,gFA,0.057162758,0.03331055,0.086673263,0.434240211,WM_integrity,gFA,0.417733966,No,No,DNAm,Model 3 Lifestyle (n=709)
SIGLEC1,gFA,-0.045682184,0.031424389,0.146552777,0.433451001,WM_integrity,gFA,0.535592531,No,No,DNAm,Model 3 Lifestyle (n=709)
SKR3,gFA,-0.043852512,0.035957668,0.223115955,0.432855451,WM_integrity,gFA,0.657287543,No,No,DNAm,Model 3 Lifestyle (n=709)
SMPD1,gFA,0.009349707,0.031897816,0.769537123,0.431517595,WM_integrity,gFA,0.939267473,No,No,DNAm,Model 3 Lifestyle (n=709)
CCL11,gFA,-0.05886334,0.033928561,0.083273665,0.434301904,WM_integrity,gFA,0.417733966,No,No,DNAm,Model 3 Lifestyle (n=709)
CD6,gFA,-0.008381827,0.031501818,0.790274255,0.431503126,WM_integrity,gFA,0.939267473,No,No,DNAm,Model 3 Lifestyle (n=709)
CXCL10_olink,gFA,-0.009732122,0.033171059,0.76932504,0.431517751,WM_integrity,gFA,0.939267473,No,No,DNAm,Model 3 Lifestyle (n=709)
CXCL11_olink,gFA,0.037186038,0.031982676,0.245420916,0.4327264,WM_integrity,gFA,0.668771996,No,No,DNAm,Model 3 Lifestyle (n=709)
CXCL9,gFA,-0.022061504,0.032785008,0.501263451,0.431868464,WM_integrity,gFA,0.910628603,No,No,DNAm,Model 3 Lifestyle (n=709)
EN.RAGE,gFA,0.009274526,0.032688855,0.776722801,0.43151241,WM_integrity,gFA,0.939267473,No,No,DNAm,Model 3 Lifestyle (n=709)
FGF.21,gFA,-0.065992868,0.033482933,0.049194514,0.435129477,WM_integrity,gFA,0.417733966,Yes,No,DNAm,Model 3 Lifestyle (n=709)
HGF,gFA,-0.012219602,0.034855506,0.726028637,0.431552988,WM_integrity,gFA,0.939267473,No,No,DNAm,Model 3 Lifestyle (n=709)
MMP.1_olink,gFA,-0.075317505,0.032745093,0.021787412,0.436454654,WM_integrity,gFA,0.417733966,Yes,No,DNAm,Model 3 Lifestyle (n=709)
OSM,gFA,0.024041725,0.032619986,0.46139853,0.431954839,WM_integrity,gFA,0.896226586,No,No,DNAm,Model 3 Lifestyle (n=709)
TGF.alpha,gFA,-0.001259532,0.034156675,0.970596949,0.431436671,WM_integrity,gFA,0.988738948,No,No,DNAm,Model 3 Lifestyle (n=709)
VEGFA,gFA,-0.076849161,0.033724714,0.023037823,0.436362512,WM_integrity,gFA,0.417733966,Yes,No,DNAm,Model 3 Lifestyle (n=709)
CCL21,gFA,-0.019254263,0.037398125,0.60685238,0.431688972,WM_integrity,gFA,0.939267473,No,No,DNAm,Model 3 Lifestyle (n=709)
MMP9,gFA,-0.012376787,0.035170421,0.72503132,0.431553882,WM_integrity,gFA,0.939267473,No,No,DNAm,Model 3 Lifestyle (n=709)
MPO,gFA,0.038847772,0.030830856,0.208153706,0.432951007,WM_integrity,gFA,0.630243164,No,No,DNAm,Model 3 Lifestyle (n=709)
NTRK3,gFA,0.068275709,0.034977477,0.051408797,0.435059234,WM_integrity,gFA,0.417733966,No,No,DNAm,Model 3 Lifestyle (n=709)
TNFRSF17,gFA,-0.001773365,0.032888518,0.957016636,0.431438153,WM_integrity,gFA,0.988738948,No,No,DNAm,Model 3 Lifestyle (n=709)
MIA,gFA,0.028303607,0.031180066,0.364380094,0.432222997,WM_integrity,gFA,0.794348606,No,No,DNAm,Model 3 Lifestyle (n=709)
CCL25,gFA,-0.009393251,0.03236598,0.771749324,0.431515979,WM_integrity,gFA,0.939267473,No,No,DNAm,Model 3 Lifestyle (n=709)
IGFBP1,gFA,-0.009199131,0.042605948,0.829130541,0.431479988,WM_integrity,gFA,0.939267473,No,No,DNAm,Model 3 Lifestyle (n=709)
LTF,gFA,0.0108832,0.032093945,0.734650881,0.431545416,WM_integrity,gFA,0.939267473,No,No,DNAm,Model 3 Lifestyle (n=709)
BCAM,gFA,0.071606706,0.031121044,0.021742186,0.436458088,WM_integrity,gFA,0.417733966,Yes,No,DNAm,Model 3 Lifestyle (n=709)
EDA,gFA,0.033584826,0.032369873,0.299909473,0.432463886,WM_integrity,gFA,0.734392994,No,No,DNAm,Model 3 Lifestyle (n=709)
